LAMMPS data file via create_random_atoms and write_lammps_data

325 atoms
4 atom types

0.0 15.742979202877747 xlo xhi
0.0 15.742979202877747 ylo yhi
0.0 15.742979202877747 zlo zhi

Masses

1 26.982 # Al
2 40.078 # Ca
3 15.999 # O
4 28.085 # Si

Atoms

1 2 0.000000 5.896377 14.967076 11.523765
2 2 0.000000 9.424668 2.456198 2.455818
3 2 0.000000 0.914409 13.636193 9.463341
4 2 0.000000 11.147172 0.324061 15.269271
5 2 0.000000 13.105127 3.342850 2.862467
6 2 0.000000 2.887333 4.789679 8.261230
7 2 0.000000 6.800101 4.584814 9.632387
8 2 0.000000 2.196049 4.599227 5.767627
9 2 0.000000 7.179900 12.361009 3.143460
10 2 0.000000 8.095582 9.326370 0.731268
11 2 0.000000 14.938285 15.201925 12.726583
12 2 0.000000 4.795528 1.537650 10.771866
13 2 0.000000 6.929312 1.921245 7.795560
14 2 0.000000 0.541378 14.315412 4.073968
15 2 0.000000 10.430075 4.907261 8.187420
16 2 0.000000 8.606849 2.910160 15.264151
17 2 0.000000 12.202900 14.790512 14.087248
18 2 0.000000 9.412727 14.513047 1.393136
19 2 0.000000 3.085354 0.712012 5.121669
20 2 0.000000 6.118938 4.271842 13.046797
21 2 0.000000 5.616360 4.422746 8.543653
22 2 0.000000 2.218567 12.628970 1.173649
23 2 0.000000 15.536541 12.157433 3.128377
24 2 0.000000 0.086935 12.837792 11.128040
25 2 0.000000 11.476745 12.142093 1.165683
26 3 0.000000 5.643319 1.824124 13.587819
27 3 0.000000 9.812569 5.209321 1.000598
28 3 0.000000 4.895788 5.119354 11.486175
29 3 0.000000 10.037054 13.967372 7.434070
30 3 0.000000 1.882770 11.228598 11.977023
31 3 0.000000 8.836175 12.137320 7.773814
32 3 0.000000 8.229372 6.730769 0.400173
33 3 0.000000 1.698532 0.494789 10.018996
34 3 0.000000 4.948900 8.006418 14.287800
35 3 0.000000 3.924602 6.460650 11.894626
36 3 0.000000 2.538103 14.636211 12.722222
37 3 0.000000 9.971662 13.719386 12.652193
38 3 0.000000 2.937169 14.051538 8.490854
39 3 0.000000 12.711514 14.107147 5.006322
40 3 0.000000 12.877989 13.550464 0.109447
41 3 0.000000 8.040684 6.571293 3.496639
42 3 0.000000 1.887038 5.315069 14.844208
43 3 0.000000 5.088177 8.167310 11.067613
44 3 0.000000 5.724613 15.298745 15.151788
45 3 0.000000 3.963803 7.828173 4.736721
46 3 0.000000 7.913665 0.810429 4.386725
47 3 0.000000 7.705445 15.517075 3.810671
48 3 0.000000 10.581416 11.990162 3.741123
49 3 0.000000 11.464295 5.790002 9.954378
50 3 0.000000 9.973645 8.434690 1.421430
51 3 0.000000 13.150150 5.050034 2.936357
52 3 0.000000 0.641922 9.302415 10.666882
53 3 0.000000 0.261142 8.061870 3.565718
54 3 0.000000 10.156942 2.745047 10.877418
55 3 0.000000 6.088367 14.746921 2.164989
56 3 0.000000 13.811935 4.060770 10.390115
57 3 0.000000 12.865512 8.740515 8.338278
58 3 0.000000 3.807476 1.465715 14.124849
59 3 0.000000 14.175263 9.966903 5.337339
60 3 0.000000 5.497599 11.428705 14.123188
61 3 0.000000 13.965383 12.277564 10.107491
62 3 0.000000 1.324614 2.544517 14.145920
63 3 0.000000 9.547000 0.144789 1.597464
64 3 0.000000 8.638705 10.892492 10.263813
65 3 0.000000 3.530667 11.211823 3.735007
66 3 0.000000 5.122761 11.751999 10.227157
67 3 0.000000 13.369306 10.352786 8.946871
68 3 0.000000 1.474720 5.788942 4.175075
69 3 0.000000 3.841124 15.318085 6.188529
70 3 0.000000 14.043470 9.936002 12.512698
71 3 0.000000 7.913005 9.082186 7.753696
72 3 0.000000 0.382806 10.161657 2.788250
73 3 0.000000 14.805620 15.017678 14.402691
74 3 0.000000 5.827401 0.243333 14.614500
75 3 0.000000 13.428910 4.635503 6.062586
76 3 0.000000 8.765711 14.737865 10.957583
77 3 0.000000 8.974461 1.529848 9.682046
78 3 0.000000 15.586397 2.205340 8.160053
79 3 0.000000 11.059192 5.659462 4.622010
80 3 0.000000 12.741756 12.753598 13.650301
81 3 0.000000 14.377127 8.050053 7.895361
82 3 0.000000 12.567544 10.232369 11.051050
83 3 0.000000 5.912795 1.479556 9.103852
84 3 0.000000 0.565838 7.329900 8.542843
85 3 0.000000 4.511013 9.301476 0.480165
86 3 0.000000 0.587972 12.950184 5.670474
87 3 0.000000 2.000311 8.221665 12.121992
88 3 0.000000 10.035046 11.430841 15.362819
